sitename,depth,age,age_ce,taxa,value,elementtype,ecologicalgroup,group
Caveiro,305,1533.57,416.43,Rumex obtusifolius,1,pollen,UPHE,Herb
Caveiro,346,2273.48,-323.48,Rumex obtusifolius,1,pollen,UPHE,Herb
Caveiro,410,3545.8,-1595.8,Rumex obtusifolius,2,pollen,UPHE,Herb
Caveiro,430,3943.4,-1993.4,Rumex obtusifolius,2,pollen,UPHE,Herb
Caveiro,440,4142.2,-2192.2,Rumex obtusifolius,23,pollen,UPHE,Herb
Caveiro,446,4261.48,-2311.48,Rumex obtusifolius,4,pollen,UPHE,Herb
Caveiro,450,4341,-2391,Rumex obtusifolius,1,pollen,UPHE,Herb
Caveiro,456,4460.28,-2510.28,Rumex obtusifolius,414,pollen,UPHE,Herb
Caveiro,463,4599.44,-2649.44,Rumex obtusifolius,2,pollen,UPHE,Herb
Caveiro,470,4738.6,-2788.6,Rumex obtusifolius,3,pollen,UPHE,Herb
Caveiro,541,5492.19,-3542.19,Rumex obtusifolius,1,pollen,UPHE,Herb
Caveiro,607,5895.88,-3945.88,Rumex obtusifolius,108,pollen,UPHE,Herb
Caveiro,614,5938.56,-3988.56,Rumex obtusifolius,2,pollen,UPHE,Herb
Caveiro,10.5,-22.69,1972.69,Sagina,1,pollen,UPHE,Herb
Caveiro,110,301,1649,Sagina,1,pollen,UPHE,Herb
Caveiro,0.5,-47.52,1997.52,Scabiosa,1,pollen,UPHE,Herb
Caveiro,10.5,-22.69,1972.69,Scabiosa,2,pollen,UPHE,Herb
Caveiro,20.5,2.14,1947.86,Scabiosa,1,pollen,UPHE,Herb
Caveiro,25,12.07,1937.93,Scabiosa,2,pollen,UPHE,Herb
Caveiro,35,36.91,1913.09,Scabiosa,1,pollen,UPHE,Herb
Caveiro,50,74.15,1875.85,Scabiosa,1,pollen,UPHE,Herb
Caveiro,65,119.2,1830.8,Scabiosa,3,pollen,UPHE,Herb
Caveiro,95,240.4,1709.6,Scabiosa,1,pollen,UPHE,Herb
Caveiro,115,321.2,1628.8,Scabiosa,1,pollen,UPHE,Herb
Caveiro,120,341.4,1608.6,Scabiosa,2,pollen,UPHE,Herb
Caveiro,125,361.6,1588.4,Scabiosa,1,pollen,UPHE,Herb
Caveiro,130,381.8,1568.2,Scabiosa,2,pollen,UPHE,Herb
Caveiro,140,422.2,1527.8,Scabiosa,1,pollen,UPHE,Herb
Caveiro,145,442.4,1507.6,Scabiosa,2,pollen,UPHE,Herb
Caveiro,150,462.6,1487.4,Scabiosa,7,pollen,UPHE,Herb
Caveiro,170,543.4,1406.6,Scabiosa,1,pollen,UPHE,Herb
Caveiro,175,563.6,1386.4,Scabiosa,6,pollen,UPHE,Herb
Caveiro,180,583.8,1366.2,Scabiosa,3,pollen,UPHE,Herb
Caveiro,185,609.76,1340.24,Scabiosa,1,pollen,UPHE,Herb
Caveiro,196,714.51,1235.49,Scabiosa,5,pollen,UPHE,Herb
Caveiro,200,752.6,1197.4,Scabiosa,2,pollen,UPHE,Herb
Caveiro,205,800.22,1149.78,Scabiosa,1,pollen,UPHE,Herb
Caveiro,215,895.44,1054.56,Scabiosa,1,pollen,UPHE,Herb
Caveiro,227,1009.72,940.28,Scabiosa,1,pollen,UPHE,Herb
Caveiro,235,1085.9,864.1,Scabiosa,1,pollen,UPHE,Herb
Caveiro,245,1181.13,768.87,Scabiosa,1,pollen,UPHE,Herb
Caveiro,255,1276.37,673.63,Scabiosa,1,pollen,UPHE,Herb
Caveiro,265,1371.6,578.4,Scabiosa,1,pollen,UPHE,Herb
Caveiro,310,1557.8,392.2,Scabiosa,4,pollen,UPHE,Herb
Caveiro,380,2949.4,-999.4,Scabiosa,2,pollen,UPHE,Herb
Caveiro,405,3446.4,-1496.4,Scabiosa,1,pollen,UPHE,Herb
Caveiro,430,3943.4,-1993.4,Scabiosa,1,pollen,UPHE,Herb
Caveiro,0.5,-47.52,1997.52,Selaginella kraussiana,24,spore,VACR,Fern
Caveiro,10.5,-22.69,1972.69,Selaginella kraussiana,13,spore,VACR,Fern
Caveiro,20.5,2.14,1947.86,Selaginella kraussiana,10,spore,VACR,Fern
Caveiro,25,12.07,1937.93,Selaginella kraussiana,9,spore,VACR,Fern
Caveiro,35,36.91,1913.09,Selaginella kraussiana,9,spore,VACR,Fern
Caveiro,40,49.32,1900.68,Selaginella kraussiana,9,spore,VACR,Fern
Caveiro,50,74.15,1875.85,Selaginella kraussiana,7,spore,VACR,Fern
Caveiro,60,98.98,1851.02,Selaginella kraussiana,7,spore,VACR,Fern
Caveiro,65,119.2,1830.8,Selaginella kraussiana,9,spore,VACR,Fern
Caveiro,75,159.6,1790.4,Selaginella kraussiana,5,spore,VACR,Fern
Caveiro,80,179.8,1770.2,Selaginella kraussiana,7,spore,VACR,Fern
Caveiro,90,220.2,1729.8,Selaginella kraussiana,10,spore,VACR,Fern
Caveiro,95,240.4,1709.6,Selaginella kraussiana,7,spore,VACR,Fern
Caveiro,100,240.4,1709.6,Selaginella kraussiana,12,spore,VACR,Fern
Caveiro,105,280.8,1669.2,Selaginella kraussiana,16,spore,VACR,Fern
Caveiro,110,301,1649,Selaginella kraussiana,7,spore,VACR,Fern
Caveiro,115,321.2,1628.8,Selaginella kraussiana,20,spore,VACR,Fern
Caveiro,120,341.4,1608.6,Selaginella kraussiana,12,spore,VACR,Fern
Caveiro,125,361.6,1588.4,Selaginella kraussiana,18,spore,VACR,Fern
Caveiro,130,381.8,1568.2,Selaginella kraussiana,22,spore,VACR,Fern
Caveiro,135,402,1548,Selaginella kraussiana,29,spore,VACR,Fern
Caveiro,140,422.2,1527.8,Selaginella kraussiana,13,spore,VACR,Fern
Caveiro,145,442.4,1507.6,Selaginella kraussiana,19,spore,VACR,Fern
Caveiro,150,462.6,1487.4,Selaginella kraussiana,25,spore,VACR,Fern
Caveiro,155,482.8,1467.2,Selaginella kraussiana,48,spore,VACR,Fern
Caveiro,160,503,1447,Selaginella kraussiana,18,spore,VACR,Fern
Caveiro,165,523.2,1426.8,Selaginella kraussiana,28,spore,VACR,Fern
Caveiro,170,543.4,1406.6,Selaginella kraussiana,13,spore,VACR,Fern
Caveiro,175,563.6,1386.4,Selaginella kraussiana,5,spore,VACR,Fern
Caveiro,180,583.8,1366.2,Selaginella kraussiana,23,spore,VACR,Fern
Caveiro,185,609.76,1340.24,Selaginella kraussiana,15,spore,VACR,Fern
Caveiro,190,657.37,1292.63,Selaginella kraussiana,44,spore,VACR,Fern
Caveiro,196,714.51,1235.49,Selaginella kraussiana,47,spore,VACR,Fern
Caveiro,200,752.6,1197.4,Selaginella kraussiana,9,spore,VACR,Fern
Caveiro,205,800.22,1149.78,Selaginella kraussiana,23,spore,VACR,Fern
Caveiro,210,847.83,1102.17,Selaginella kraussiana,9,spore,VACR,Fern
Caveiro,215,895.44,1054.56,Selaginella kraussiana,82,spore,VACR,Fern
Caveiro,220,943.06,1006.94,Selaginella kraussiana,77,spore,VACR,Fern
Caveiro,227,1009.72,940.28,Selaginella kraussiana,9,spore,VACR,Fern
Caveiro,230,1038.29,911.71,Selaginella kraussiana,10,spore,VACR,Fern
Caveiro,235,1085.9,864.1,Selaginella kraussiana,8,spore,VACR,Fern
Caveiro,240,1133.52,816.48,Selaginella kraussiana,11,spore,VACR,Fern
Caveiro,245,1181.13,768.87,Selaginella kraussiana,26,spore,VACR,Fern
Caveiro,250,1228.75,721.25,Selaginella kraussiana,8,spore,VACR,Fern
Caveiro,255,1276.37,673.63,Selaginella kraussiana,19,spore,VACR,Fern
Caveiro,260,1323.98,626.02,Selaginella kraussiana,10,spore,VACR,Fern
Caveiro,265,1371.6,578.4,Selaginella kraussiana,16,spore,VACR,Fern
Caveiro,270,1407.08,542.92,Selaginella kraussiana,38,spore,VACR,Fern
Caveiro,275,1425.15,524.85,Selaginella kraussiana,30,spore,VACR,Fern
Caveiro,280,1443.22,506.78,Selaginella kraussiana,33,spore,VACR,Fern
Caveiro,285,1461.29,488.71,Selaginella kraussiana,44,spore,VACR,Fern
Caveiro,290,1479.36,470.64,Selaginella kraussiana,34,spore,VACR,Fern
Caveiro,295,1497.43,452.57,Selaginella kraussiana,45,spore,VACR,Fern
Caveiro,300,1515.5,434.5,Selaginella kraussiana,23,spore,VACR,Fern
Caveiro,305,1533.57,416.43,Selaginella kraussiana,27,spore,VACR,Fern
Caveiro,310,1557.8,392.2,Selaginella kraussiana,19,spore,VACR,Fern
Caveiro,315,1657.2,292.8,Selaginella kraussiana,10,spore,VACR,Fern
Caveiro,320,1756.6,193.4,Selaginella kraussiana,35,spore,VACR,Fern
Caveiro,325,1856,94,Selaginella kraussiana,44,spore,VACR,Fern
Caveiro,333,2015.04,-65.04,Selaginella kraussiana,7,spore,VACR,Fern
Caveiro,338,2114.44,-164.44,Selaginella kraussiana,20,spore,VACR,Fern
Caveiro,341.5,2193.96,-243.96,Selaginella kraussiana,32,spore,VACR,Fern
Caveiro,346,2273.48,-323.48,Selaginella kraussiana,9,spore,VACR,Fern
Caveiro,350,2353,-403,Selaginella kraussiana,27,spore,VACR,Fern
Caveiro,357.5,2512.04,-562.04,Selaginella kraussiana,44,spore,VACR,Fern
Caveiro,361.5,2591.56,-641.56,Selaginella kraussiana,47,spore,VACR,Fern
Caveiro,366.5,2690.96,-740.96,Selaginella kraussiana,39,spore,VACR,Fern
Caveiro,371,2770.48,-820.48,Selaginella kraussiana,25,spore,VACR,Fern
Caveiro,375,2850,-900,Selaginella kraussiana,16,spore,VACR,Fern
Caveiro,380,2949.4,-999.4,Selaginella kraussiana,27,spore,VACR,Fern
Caveiro,385,3048.8,-1098.8,Selaginella kraussiana,8,spore,VACR,Fern
Caveiro,390,3148.2,-1198.2,Selaginella kraussiana,26,spore,VACR,Fern
Caveiro,395,3247.6,-1297.6,Selaginella kraussiana,31,spore,VACR,Fern
Caveiro,400,3347,-1397,Selaginella kraussiana,22,spore,VACR,Fern
Caveiro,405,3446.4,-1496.4,Selaginella kraussiana,24,spore,VACR,Fern
Caveiro,410,3545.8,-1595.8,Selaginella kraussiana,26,spore,VACR,Fern
Caveiro,415,3645.2,-1695.2,Selaginella kraussiana,24,spore,VACR,Fern
Caveiro,422,3784.36,-1834.36,Selaginella kraussiana,59,spore,VACR,Fern
Caveiro,425.5,3863.88,-1913.88,Selaginella kraussiana,24,spore,VACR,Fern
Caveiro,430,3943.4,-1993.4,Selaginella kraussiana,29,spore,VACR,Fern
Caveiro,440,4142.2,-2192.2,Selaginella kraussiana,38,spore,VACR,Fern
Caveiro,446,4261.48,-2311.48,Selaginella kraussiana,64,spore,VACR,Fern
Caveiro,450,4341,-2391,Selaginella kraussiana,35,spore,VACR,Fern
Caveiro,456,4460.28,-2510.28,Selaginella kraussiana,151,spore,VACR,Fern
Caveiro,463,4599.44,-2649.44,Selaginella kraussiana,69,spore,VACR,Fern
Caveiro,470,4738.6,-2788.6,Selaginella kraussiana,33,spore,VACR,Fern
Caveiro,480,4937.4,-2987.4,Selaginella kraussiana,29,spore,VACR,Fern
Caveiro,490,5114.43,-3164.43,Selaginella kraussiana,122,spore,VACR,Fern
Caveiro,501,5195.91,-3245.91,Selaginella kraussiana,33,spore,VACR,Fern
Caveiro,511,5269.98,-3319.98,Selaginella kraussiana,32,spore,VACR,Fern
Caveiro,526,5381.08,-3431.08,Selaginella kraussiana,114,spore,VACR,Fern
Caveiro,541,5492.19,-3542.19,Selaginella kraussiana,108,spore,VACR,Fern
Caveiro,551,5554.45,-3604.45,Selaginella kraussiana,199,spore,VACR,Fern
Caveiro,565,5639.8,-3689.8,Selaginella kraussiana,33,spore,VACR,Fern
Caveiro,607,5895.88,-3945.88,Selaginella kraussiana,43,spore,VACR,Fern
Caveiro,614,5938.56,-3988.56,Selaginella kraussiana,83,spore,VACR,Fern
Caveiro,60,98.98,1851.02,Silene,1,pollen,UPHE,Herb
Caveiro,410,3545.8,-1595.8,Silene,1,pollen,UPHE,Herb
Caveiro,446,4261.48,-2311.48,Silene,1,pollen,UPHE,Herb
Caveiro,10.5,-22.69,1972.69,Spergula,3,pollen,UPHE,Herb
Caveiro,150,462.6,1487.4,Spergula,3,pollen,UPHE,Herb
Caveiro,0.5,-47.52,1997.52,Sphagnum,33,spore,AQBR,Mosses
Caveiro,10.5,-22.69,1972.69,Sphagnum,44,spore,AQBR,Mosses
Caveiro,20.5,2.14,1947.86,Sphagnum,28,spore,AQBR,Mosses
Caveiro,25,12.07,1937.93,Sphagnum,23,spore,AQBR,Mosses
Caveiro,35,36.91,1913.09,Sphagnum,29,spore,AQBR,Mosses
Caveiro,40,49.32,1900.68,Sphagnum,32,spore,AQBR,Mosses
Caveiro,50,74.15,1875.85,Sphagnum,41,spore,AQBR,Mosses
Caveiro,60,98.98,1851.02,Sphagnum,33,spore,AQBR,Mosses
Caveiro,65,119.2,1830.8,Sphagnum,22,spore,AQBR,Mosses
Caveiro,75,159.6,1790.4,Sphagnum,19,spore,AQBR,Mosses
Caveiro,80,179.8,1770.2,Sphagnum,23,spore,AQBR,Mosses
Caveiro,90,220.2,1729.8,Sphagnum,26,spore,AQBR,Mosses
Caveiro,95,240.4,1709.6,Sphagnum,18,spore,AQBR,Mosses
Caveiro,100,240.4,1709.6,Sphagnum,22,spore,AQBR,Mosses
Caveiro,105,280.8,1669.2,Sphagnum,20,spore,AQBR,Mosses
Caveiro,110,301,1649,Sphagnum,17,spore,AQBR,Mosses
Caveiro,115,321.2,1628.8,Sphagnum,14,spore,AQBR,Mosses
Caveiro,120,341.4,1608.6,Sphagnum,3,spore,AQBR,Mosses
Caveiro,125,361.6,1588.4,Sphagnum,15,spore,AQBR,Mosses
Caveiro,130,381.8,1568.2,Sphagnum,3,spore,AQBR,Mosses
Caveiro,135,402,1548,Sphagnum,1,spore,AQBR,Mosses
Caveiro,0.5,-47.52,1997.52,Tolpis,17,pollen,UPHE,Herb
Caveiro,10.5,-22.69,1972.69,Tolpis,27,pollen,UPHE,Herb
Caveiro,20.5,2.14,1947.86,Tolpis,21,pollen,UPHE,Herb
Caveiro,25,12.07,1937.93,Tolpis,6,pollen,UPHE,Herb
Caveiro,35,36.91,1913.09,Tolpis,20,pollen,UPHE,Herb
Caveiro,40,49.32,1900.68,Tolpis,12,pollen,UPHE,Herb
Caveiro,50,74.15,1875.85,Tolpis,8,pollen,UPHE,Herb
Caveiro,60,98.98,1851.02,Tolpis,16,pollen,UPHE,Herb
Caveiro,65,119.2,1830.8,Tolpis,16,pollen,UPHE,Herb
Caveiro,75,159.6,1790.4,Tolpis,13,pollen,UPHE,Herb
Caveiro,80,179.8,1770.2,Tolpis,15,pollen,UPHE,Herb
Caveiro,90,220.2,1729.8,Tolpis,15,pollen,UPHE,Herb
Caveiro,95,240.4,1709.6,Tolpis,10,pollen,UPHE,Herb
Caveiro,100,240.4,1709.6,Tolpis,24,pollen,UPHE,Herb
Caveiro,105,280.8,1669.2,Tolpis,48,pollen,UPHE,Herb
Caveiro,110,301,1649,Tolpis,20,pollen,UPHE,Herb
Caveiro,115,321.2,1628.8,Tolpis,15,pollen,UPHE,Herb
Caveiro,120,341.4,1608.6,Tolpis,22,pollen,UPHE,Herb
Caveiro,125,361.6,1588.4,Tolpis,34,pollen,UPHE,Herb
Caveiro,130,381.8,1568.2,Tolpis,25,pollen,UPHE,Herb
Caveiro,135,402,1548,Tolpis,41,pollen,UPHE,Herb
Caveiro,140,422.2,1527.8,Tolpis,46,pollen,UPHE,Herb
Caveiro,145,442.4,1507.6,Tolpis,51,pollen,UPHE,Herb
Caveiro,150,462.6,1487.4,Tolpis,30,pollen,UPHE,Herb
Caveiro,155,482.8,1467.2,Tolpis,94,pollen,UPHE,Herb
Caveiro,160,503,1447,Tolpis,52,pollen,UPHE,Herb
Caveiro,165,523.2,1426.8,Tolpis,61,pollen,UPHE,Herb
Caveiro,170,543.4,1406.6,Tolpis,30,pollen,UPHE,Herb
Caveiro,175,563.6,1386.4,Tolpis,4,pollen,UPHE,Herb
Caveiro,180,583.8,1366.2,Tolpis,53,pollen,UPHE,Herb
Caveiro,185,609.76,1340.24,Tolpis,68,pollen,UPHE,Herb
Caveiro,190,657.37,1292.63,Tolpis,140,pollen,UPHE,Herb
Caveiro,196,714.51,1235.49,Tolpis,113,pollen,UPHE,Herb
Caveiro,200,752.6,1197.4,Tolpis,34,pollen,UPHE,Herb
Caveiro,205,800.22,1149.78,Tolpis,52,pollen,UPHE,Herb
Caveiro,210,847.83,1102.17,Tolpis,37,pollen,UPHE,Herb
Caveiro,215,895.44,1054.56,Tolpis,86,pollen,UPHE,Herb
Caveiro,220,943.06,1006.94,Tolpis,84,pollen,UPHE,Herb
Caveiro,227,1009.72,940.28,Tolpis,36,pollen,UPHE,Herb
Caveiro,230,1038.29,911.71,Tolpis,35,pollen,UPHE,Herb
Caveiro,235,1085.9,864.1,Tolpis,24,pollen,UPHE,Herb
Caveiro,240,1133.52,816.48,Tolpis,34,pollen,UPHE,Herb
Caveiro,245,1181.13,768.87,Tolpis,29,pollen,UPHE,Herb
Caveiro,250,1228.75,721.25,Tolpis,20,pollen,UPHE,Herb
Caveiro,255,1276.37,673.63,Tolpis,36,pollen,UPHE,Herb
Caveiro,260,1323.98,626.02,Tolpis,29,pollen,UPHE,Herb
Caveiro,265,1371.6,578.4,Tolpis,29,pollen,UPHE,Herb
Caveiro,270,1407.08,542.92,Tolpis,154,pollen,UPHE,Herb
Caveiro,275,1425.15,524.85,Tolpis,140,pollen,UPHE,Herb
Caveiro,280,1443.22,506.78,Tolpis,146,pollen,UPHE,Herb
Caveiro,285,1461.29,488.71,Tolpis,145,pollen,UPHE,Herb
Caveiro,290,1479.36,470.64,Tolpis,132,pollen,UPHE,Herb
Caveiro,295,1497.43,452.57,Tolpis,109,pollen,UPHE,Herb
Caveiro,300,1515.5,434.5,Tolpis,104,pollen,UPHE,Herb
Caveiro,305,1533.57,416.43,Tolpis,105,pollen,UPHE,Herb
Caveiro,310,1557.8,392.2,Tolpis,26,pollen,UPHE,Herb
Caveiro,315,1657.2,292.8,Tolpis,51,pollen,UPHE,Herb
Caveiro,320,1756.6,193.4,Tolpis,99,pollen,UPHE,Herb
Caveiro,325,1856,94,Tolpis,105,pollen,UPHE,Herb
Caveiro,333,2015.04,-65.04,Tolpis,26,pollen,UPHE,Herb
Caveiro,338,2114.44,-164.44,Tolpis,28,pollen,UPHE,Herb
Caveiro,341.5,2193.96,-243.96,Tolpis,106,pollen,UPHE,Herb
Caveiro,346,2273.48,-323.48,Tolpis,17,pollen,UPHE,Herb
Caveiro,350,2353,-403,Tolpis,45,pollen,UPHE,Herb
Caveiro,357.5,2512.04,-562.04,Tolpis,69,pollen,UPHE,Herb
Caveiro,361.5,2591.56,-641.56,Tolpis,51,pollen,UPHE,Herb
Caveiro,366.5,2690.96,-740.96,Tolpis,51,pollen,UPHE,Herb
Caveiro,371,2770.48,-820.48,Tolpis,35,pollen,UPHE,Herb
Caveiro,375,2850,-900,Tolpis,27,pollen,UPHE,Herb
Caveiro,380,2949.4,-999.4,Tolpis,49,pollen,UPHE,Herb
Caveiro,385,3048.8,-1098.8,Tolpis,26,pollen,UPHE,Herb
Caveiro,390,3148.2,-1198.2,Tolpis,37,pollen,UPHE,Herb
Caveiro,395,3247.6,-1297.6,Tolpis,58,pollen,UPHE,Herb
Caveiro,400,3347,-1397,Tolpis,32,pollen,UPHE,Herb
Caveiro,405,3446.4,-1496.4,Tolpis,36,pollen,UPHE,Herb
Caveiro,410,3545.8,-1595.8,Tolpis,27,pollen,UPHE,Herb
Caveiro,415,3645.2,-1695.2,Tolpis,46,pollen,UPHE,Herb
Caveiro,422,3784.36,-1834.36,Tolpis,133,pollen,UPHE,Herb
Caveiro,425.5,3863.88,-1913.88,Tolpis,32,pollen,UPHE,Herb
Caveiro,430,3943.4,-1993.4,Tolpis,55,pollen,UPHE,Herb
Caveiro,440,4142.2,-2192.2,Tolpis,40,pollen,UPHE,Herb
Caveiro,446,4261.48,-2311.48,Tolpis,67,pollen,UPHE,Herb
Caveiro,450,4341,-2391,Tolpis,38,pollen,UPHE,Herb
Caveiro,456,4460.28,-2510.28,Tolpis,25,pollen,UPHE,Herb
Caveiro,463,4599.44,-2649.44,Tolpis,95,pollen,UPHE,Herb
Caveiro,470,4738.6,-2788.6,Tolpis,94,pollen,UPHE,Herb
Caveiro,480,4937.4,-2987.4,Tolpis,29,pollen,UPHE,Herb
Caveiro,490,5114.43,-3164.43,Tolpis,56,pollen,UPHE,Herb
Caveiro,501,5195.91,-3245.91,Tolpis,34,pollen,UPHE,Herb
Caveiro,511,5269.98,-3319.98,Tolpis,99,pollen,UPHE,Herb
Caveiro,526,5381.08,-3431.08,Tolpis,84,pollen,UPHE,Herb
Caveiro,541,5492.19,-3542.19,Tolpis,25,pollen,UPHE,Herb
Caveiro,551,5554.45,-3604.45,Tolpis,24,pollen,UPHE,Herb
Caveiro,565,5639.8,-3689.8,Tolpis,212,pollen,UPHE,Herb
Caveiro,607,5895.88,-3945.88,Tolpis,58,pollen,UPHE,Herb
Caveiro,614,5938.56,-3988.56,Tolpis,106,pollen,UPHE,Herb
Caveiro,0.5,-47.52,1997.52,Trichomanes speciosum,5,spore,UPBR,Fern
Caveiro,10.5,-22.69,1972.69,Trichomanes speciosum,8,spore,UPBR,Fern
Caveiro,20.5,2.14,1947.86,Trichomanes speciosum,9,spore,UPBR,Fern
Caveiro,25,12.07,1937.93,Trichomanes speciosum,18,spore,UPBR,Fern
Caveiro,35,36.91,1913.09,Trichomanes speciosum,15,spore,UPBR,Fern
Caveiro,40,49.32,1900.68,Trichomanes speciosum,14,spore,UPBR,Fern
Caveiro,50,74.15,1875.85,Trichomanes speciosum,26,spore,UPBR,Fern
Caveiro,60,98.98,1851.02,Trichomanes speciosum,9,spore,UPBR,Fern
Caveiro,65,119.2,1830.8,Trichomanes speciosum,13,spore,UPBR,Fern
Caveiro,75,159.6,1790.4,Trichomanes speciosum,16,spore,UPBR,Fern
Caveiro,80,179.8,1770.2,Trichomanes speciosum,17,spore,UPBR,Fern
Caveiro,90,220.2,1729.8,Trichomanes speciosum,8,spore,UPBR,Fern
Caveiro,95,240.4,1709.6,Trichomanes speciosum,7,spore,UPBR,Fern
Caveiro,100,240.4,1709.6,Trichomanes speciosum,11,spore,UPBR,Fern
Caveiro,105,280.8,1669.2,Trichomanes speciosum,20,spore,UPBR,Fern
Caveiro,110,301,1649,Trichomanes speciosum,17,spore,UPBR,Fern
Caveiro,115,321.2,1628.8,Trichomanes speciosum,17,spore,UPBR,Fern
Caveiro,120,341.4,1608.6,Trichomanes speciosum,9,spore,UPBR,Fern
Caveiro,125,361.6,1588.4,Trichomanes speciosum,18,spore,UPBR,Fern
Caveiro,130,381.8,1568.2,Trichomanes speciosum,14,spore,UPBR,Fern
Caveiro,135,402,1548,Trichomanes speciosum,18,spore,UPBR,Fern
Caveiro,140,422.2,1527.8,Trichomanes speciosum,17,spore,UPBR,Fern
Caveiro,145,442.4,1507.6,Trichomanes speciosum,8,spore,UPBR,Fern
Caveiro,150,462.6,1487.4,Trichomanes speciosum,13,spore,UPBR,Fern
Caveiro,155,482.8,1467.2,Trichomanes speciosum,28,spore,UPBR,Fern
Caveiro,160,503,1447,Trichomanes speciosum,19,spore,UPBR,Fern
Caveiro,165,523.2,1426.8,Trichomanes speciosum,7,spore,UPBR,Fern
Caveiro,170,543.4,1406.6,Trichomanes speciosum,11,spore,UPBR,Fern
Caveiro,175,563.6,1386.4,Trichomanes speciosum,18,spore,UPBR,Fern
Caveiro,180,583.8,1366.2,Trichomanes speciosum,9,spore,UPBR,Fern
Caveiro,185,609.76,1340.24,Trichomanes speciosum,8,spore,UPBR,Fern
Caveiro,190,657.37,1292.63,Trichomanes speciosum,2,spore,UPBR,Fern
Caveiro,200,752.6,1197.4,Trichomanes speciosum,5,spore,UPBR,Fern
Caveiro,205,800.22,1149.78,Trichomanes speciosum,9,spore,UPBR,Fern
Caveiro,210,847.83,1102.17,Trichomanes speciosum,5,spore,UPBR,Fern
Caveiro,215,895.44,1054.56,Trichomanes speciosum,14,spore,UPBR,Fern
Caveiro,220,943.06,1006.94,Trichomanes speciosum,13,spore,UPBR,Fern
Caveiro,227,1009.72,940.28,Trichomanes speciosum,9,spore,UPBR,Fern
Caveiro,230,1038.29,911.71,Trichomanes speciosum,16,spore,UPBR,Fern
Caveiro,235,1085.9,864.1,Trichomanes speciosum,11,spore,UPBR,Fern
Caveiro,240,1133.52,816.48,Trichomanes speciosum,4,spore,UPBR,Fern
Caveiro,245,1181.13,768.87,Trichomanes speciosum,12,spore,UPBR,Fern
Caveiro,250,1228.75,721.25,Trichomanes speciosum,7,spore,UPBR,Fern
Caveiro,255,1276.37,673.63,Trichomanes speciosum,12,spore,UPBR,Fern
Caveiro,260,1323.98,626.02,Trichomanes speciosum,3,spore,UPBR,Fern
Caveiro,265,1371.6,578.4,Trichomanes speciosum,17,spore,UPBR,Fern
Caveiro,270,1407.08,542.92,Trichomanes speciosum,3,spore,UPBR,Fern
Caveiro,275,1425.15,524.85,Trichomanes speciosum,8,spore,UPBR,Fern
Caveiro,280,1443.22,506.78,Trichomanes speciosum,9,spore,UPBR,Fern
Caveiro,285,1461.29,488.71,Trichomanes speciosum,3,spore,UPBR,Fern
Caveiro,290,1479.36,470.64,Trichomanes speciosum,4,spore,UPBR,Fern
Caveiro,295,1497.43,452.57,Trichomanes speciosum,3,spore,UPBR,Fern
Caveiro,300,1515.5,434.5,Trichomanes speciosum,2,spore,UPBR,Fern
Caveiro,305,1533.57,416.43,Trichomanes speciosum,8,spore,UPBR,Fern
Caveiro,310,1557.8,392.2,Trichomanes speciosum,11,spore,UPBR,Fern
Caveiro,315,1657.2,292.8,Trichomanes speciosum,1,spore,UPBR,Fern
Caveiro,320,1756.6,193.4,Trichomanes speciosum,4,spore,UPBR,Fern
Caveiro,325,1856,94,Trichomanes speciosum,12,spore,UPBR,Fern
Caveiro,333,2015.04,-65.04,Trichomanes speciosum,2,spore,UPBR,Fern
Caveiro,338,2114.44,-164.44,Trichomanes speciosum,5,spore,UPBR,Fern
Caveiro,341.5,2193.96,-243.96,Trichomanes speciosum,6,spore,UPBR,Fern
Caveiro,346,2273.48,-323.48,Trichomanes speciosum,1,spore,UPBR,Fern
Caveiro,350,2353,-403,Trichomanes speciosum,8,spore,UPBR,Fern
Caveiro,357.5,2512.04,-562.04,Trichomanes speciosum,1,spore,UPBR,Fern
Caveiro,361.5,2591.56,-641.56,Trichomanes speciosum,4,spore,UPBR,Fern
Caveiro,366.5,2690.96,-740.96,Trichomanes speciosum,3,spore,UPBR,Fern
Caveiro,371,2770.48,-820.48,Trichomanes speciosum,4,spore,UPBR,Fern
Caveiro,375,2850,-900,Trichomanes speciosum,1,spore,UPBR,Fern
Caveiro,380,2949.4,-999.4,Trichomanes speciosum,7,spore,UPBR,Fern
Caveiro,385,3048.8,-1098.8,Trichomanes speciosum,4,spore,UPBR,Fern
Caveiro,390,3148.2,-1198.2,Trichomanes speciosum,3,spore,UPBR,Fern
Caveiro,395,3247.6,-1297.6,Trichomanes speciosum,3,spore,UPBR,Fern
Caveiro,400,3347,-1397,Trichomanes speciosum,11,spore,UPBR,Fern
Caveiro,405,3446.4,-1496.4,Trichomanes speciosum,7,spore,UPBR,Fern
Caveiro,410,3545.8,-1595.8,Trichomanes speciosum,10,spore,UPBR,Fern
Caveiro,415,3645.2,-1695.2,Trichomanes speciosum,3,spore,UPBR,Fern
Caveiro,422,3784.36,-1834.36,Trichomanes speciosum,9,spore,UPBR,Fern
Caveiro,425.5,3863.88,-1913.88,Trichomanes speciosum,2,spore,UPBR,Fern
Caveiro,430,3943.4,-1993.4,Trichomanes speciosum,6,spore,UPBR,Fern
