age_ce,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,Rmean,Rmed
611,0.07226076,-0.3747179,-0.3674216,-1.5507157,-0.42,-0.2461569,-0.7884848,-0.21,0.0231957,-0.0563415,-0.2828392,-0.422,-0.36135,-0.6793513,0.09260354,-0.3714213,-0.36135
612,-0.0812041,0.00474291,0.26607194,-0.9990311,-0.042,-0.0997661,-0.6811049,-0.08,0.37198521,0.55265836,0.06855183,-0.048,0.14674,-0.4328948,0.53592836,-0.0344882,-0.042
613,-0.1192571,0.01084235,0.27957187,-0.8760681,-0.051,-0.0931714,-0.6292282,0.14,0.52714274,0.4613091,0.07311429,-0.072,-0.10549,-0.3541615,0.58564465,-0.0148501,-0.051
614,-0.1128092,-0.2116641,-0.1766365,-0.5669858,-0.225,-0.2515532,-0.6541298,-0.05,0.25643121,0.19424596,-0.1208596,-0.284,-0.18054,-0.5082407,0.27167854,-0.1746709,-0.18054
615,-0.7102264,-0.3439443,-0.2317508,-1.3046845,-0.238,-0.2786147,-0.7922411,0.01,-0.0323988,-0.0858549,-0.2724405,-0.38,-0.45886,-0.6295384,0.03411977,-0.3809623,-0.2786147
616,0.4199295,0.05945557,0.06665403,-0.7314393,-0.1,-0.0946449,-0.5320416,0.42,0.57120941,0.61550454,0.12233986,-0.135,0.2191,-0.5787535,0.35965552,0.04546461,0.06665403
617,0.12969536,-0.1470135,-0.1340432,-1.3327863,-0.258,-0.1804548,-0.6574669,-0.16,0.46178261,0.33393224,-0.0601599,-0.23,-0.082824,-0.7004037,0.1748568,-0.1895257,-0.1470135
618,-0.0086645,-0.1998008,-0.3227296,-0.6606122,0.013,-0.305872,-0.5711862,-0.25,0.56573799,0.10781915,-0.1257414,-0.292,-0.026385,-0.7227229,-0.0281351,-0.1884862,-0.1998008
619,-0.3661776,-0.0777878,0.00703033,-0.4838063,0.003,-0.2642309,-0.5151095,0.59,0.70949566,0.36220282,0.01016654,-0.083,0.038703,-0.6533606,0.15334288,-0.0379688,0.003
620,-0.0889184,-0.085995,-0.0380024,-1.2352642,0.108,-0.224517,-0.6991697,0.62,0.26980663,0.24341191,-0.0229597,-0.26,-0.30786,-0.7787709,0.17277618,-0.1551642,-0.085995
621,-0.3355881,-0.2171888,-0.1718316,-0.349897,0.076,-0.3329715,-0.5901358,-0.05,0.38023967,0.04951279,-0.1596587,-0.207,-0.20755,-0.7340019,0.0604061,-0.1859777,-0.207
622,-0.3015463,-0.1696372,-0.0099497,-0.6914654,-0.053,-0.1924714,-0.6229657,0.36,0.228067,0.3736404,-0.0817295,-0.176,0.058282,-0.6722248,0.13730275,-0.1209132,-0.0817295
623,-0.5987731,-0.4554357,-0.2285785,-0.8105125,0.021,-0.3921655,-0.771156,0.04,-0.2741782,-0.4375137,-0.3475797,-0.329,-0.51011,-0.7996572,-0.0768617,-0.3980348,-0.3921655
624,-0.2470324,-0.3129651,-0.1273608,-0.6113793,-0.186,-0.2658664,-0.6746901,-0.11,0.06150086,0.11491117,-0.1875924,-0.232,0.03912,-0.7431601,-0.0749292,-0.2371629,-0.1875924
625,-0.3241014,-0.4419439,-0.4392139,-0.8519271,-0.153,-0.2944207,-0.6223992,0.2,0.10203853,-0.1137151,-0.3244806,-0.351,-0.27883,-0.6844537,-0.1731923,-0.3167093,-0.3241014
626,-0.0411369,-0.2168855,-0.0329801,-0.7171983,-0.567,-0.1952404,-0.6873686,0.01,-0.0723801,0.20637108,-0.1130826,-0.201,0.014134,-0.707808,-0.0314542,-0.2235353,-0.1130826
627,-1.4944824,-1.3878363,-1.2830526,-3.6149846,-0.975,-0.6139311,-1.1268206,-0.39,-1.0349618,-1.8672209,-1.1372498,-0.811,-1.7351,-1.0626615,-0.6409845,-1.2783524,-1.1268206
628,-1.1080463,-1.1262326,-1.0409264,-1.5921714,-0.233,-0.629375,-0.9074817,-0.61,-0.6874928,-1.3139251,-0.8855529,-0.728,-0.88035,-1.0348306,-0.7305172,-0.9005268,-0.8855529
629,-0.4969029,-0.2649542,-0.1912238,-0.2267284,0.332,-0.2672999,-0.5144412,0.24,0.25585129,0.21272314,-0.1121207,-0.166,0.37448,-0.6774286,-0.1061364,-0.1072121,-0.166
630,-0.3931105,-0.46196,-0.3945397,-0.3421288,-0.048,-0.3495827,-0.5694071,0.1,0.07768088,-0.1374461,-0.2826325,-0.326,0.17164,-0.7976595,-0.3231138,-0.2717507,-0.326
631,-0.4902834,-0.6613109,-0.7421635,-0.5610901,-0.031,-0.4193562,-0.6730523,0.45,-0.2068196,-0.637773,-0.5230321,-0.437,-0.41574,-0.6746124,-0.1425937,-0.4110552,-0.4902834
632,-0.1336297,-0.4800764,-0.4437549,-0.6086569,0.16,-0.302687,-0.6527443,0.2,-0.1673585,-0.1488493,-0.3178689,-0.304,0.0091882,-0.7139347,-0.2231621,-0.275169,-0.302687
633,-0.1447242,-0.3289587,-0.3377023,-0.2921036,0.34,-0.2891928,-0.5373288,-0.01,0.09800954,-0.0404712,-0.2166763,-0.321,0.049626,-0.6200374,-0.0843407,-0.1823267,-0.2166763
634,-0.2873961,-0.3275501,-0.2547669,-0.4681239,0.171,-0.2877645,-0.59396,-0.25,0.03553673,0.00633637,-0.1712718,-0.261,-0.025774,-0.6517264,-0.1533963,-0.2346571,-0.2547669
635,-0.3585131,-0.4520281,-0.2351006,-0.6064656,0.009,-0.3435847,-0.6533018,0.07,-0.2054061,-0.2537114,-0.2919138,-0.28,-0.14173,-0.6554068,-0.2269008,-0.3083375,-0.28
636,-1.0106256,-0.5677177,-0.3953927,-0.6756712,-0.191,-0.398502,-0.7055494,-0.03,-0.2419755,-0.4701926,-0.4033258,-0.345,-0.3828,-0.598702,-0.1020246,-0.4345653,-0.398502
637,-0.5199603,-0.5988938,-0.2794627,-0.7076984,-0.379,-0.3962358,-0.6833517,-0.03,-0.2690949,-0.5427215,-0.4042164,-0.347,-0.15001,-0.6915538,-0.2629632,-0.4174775,-0.3962358
638,-0.0884608,-0.5943717,-0.4835875,-0.6603028,-0.208,-0.3906941,-0.6572644,-0.51,-0.2564553,-0.4278289,-0.4323837,-0.423,-0.29467,-0.6298232,-0.1391854,-0.4130685,-0.4278289
639,-0.6160719,-0.6247855,-0.3103772,-1.0977237,-0.185,-0.387506,-0.7748409,-0.64,-0.3761076,-0.5450473,-0.4316382,-0.306,-0.34189,-0.7072235,-0.3481257,-0.5128225,-0.4316382
640,-0.4233893,-0.5020932,-0.1346982,-0.9691761,-0.127,-0.3386819,-0.8006841,-0.29,-0.4127678,-0.4934325,-0.3603077,-0.257,-0.24367,-0.6822,-0.2515625,-0.4191109,-0.3603077
641,-0.442676,-0.5217024,-0.3080767,-0.7395071,-0.136,-0.3589781,-0.6403739,-0.24,-0.0769187,-0.3630186,-0.3779102,-0.361,-0.17499,-0.6313863,-0.1801556,-0.3701796,-0.361
642,-0.2863102,-0.3827016,-0.2759057,-0.5554245,-0.101,-0.3341129,-0.6240657,-0.21,0.03757989,-0.2453039,-0.2682722,-0.308,-0.12055,-0.5371844,0.0456018,-0.27771,-0.2759057
643,-0.663745,-0.4803028,-0.3628781,-0.7363537,-0.151,-0.3496299,-0.6934118,0.1,-0.0909216,-0.2459806,-0.3375028,-0.311,-0.20244,-0.5804523,-0.1000726,-0.3470461,-0.3375028
644,-0.3063245,-0.5182022,-0.260742,-1.5519907,-0.477,-0.3012603,-0.824274,0.01,-0.3426944,-0.225325,-0.3494362,-0.331,-0.36641,-0.7496632,-0.2757673,-0.458006,-0.3426944
645,-0.4408787,-0.4857811,-0.2576028,-1.8774175,-0.404,-0.2082996,-0.7366932,-0.2,-0.0506353,-0.1672648,-0.3228214,-0.21,-0.28217,-0.5539453,0.02631147,-0.4114132,-0.28217
646,-0.284513,-0.3618554,-0.23822,-0.8655187,-0.135,-0.2980195,-0.7210699,0.03,-0.1351253,-0.0750128,-0.1969263,-0.22,-0.27087,-0.5558141,0.04151358,-0.2857621,-0.23822
647,-0.4930007,-0.2530121,-0.2251664,-0.7841785,-0.067,-0.2738508,-0.6789361,-0.36,0.037576,0.04021564,-0.1098719,-0.229,-0.24019,-0.5289801,0.18008968,-0.265687,-0.24019
648,-0.8938125,-0.5674847,-0.2480165,-2.0400909,-0.33,-0.3521421,-0.9514848,-0.31,-0.4656676,-0.4971273,-0.3716844,-0.272,-0.68059,-0.7986359,-0.1452718,-0.5949339,-0.4656676
649,-0.1778375,-0.3994813,-0.485147,-0.737956,0.124,-0.3435581,-0.5934506,-0.13,0.08289615,-0.2489901,-0.2502559,-0.292,-0.3759,-0.6715256,-0.1603939,-0.31064,-0.292
650,-0.6745288,-0.2266326,-0.0707933,-0.9911103,-0.122,-0.2103945,-0.7033607,0.02,-0.0395012,0.05839353,-0.11889,-0.253,-0.023967,-0.5445306,-0.0241815,-0.2616331,-0.122
651,-0.541528,-0.2792067,-0.1775791,-1.343552,-0.234,-0.1656031,-0.6663242,-0.07,0.09191658,0.14198255,-0.1489758,-0.295,-0.097786,-0.5759888,0.09641456,-0.2843487,-0.1775791
652,-0.3795272,-0.2461456,-0.1685151,-0.565873,0.037,-0.2338317,-0.5543133,-0.32,0.05190627,0.12886226,-0.1185046,-0.232,0.10112,-0.6229087,-0.1083493,-0.2154053,-0.232
653,-0.0058113,-0.5264398,-0.4500451,-0.9063143,0.046,-0.3249989,-0.7110477,-0.13,-0.3112687,-0.1836954,-0.3433333,-0.385,-0.13413,-0.7079371,-0.2774951,-0.3567678,-0.3249989
654,-0.0602495,-0.3646964,-0.2879919,-0.649062,0.234,-0.2519049,-0.5864172,-0.31,0.04483735,-0.1300656,-0.2138747,-0.318,-0.10975,-0.5345885,-0.0096544,-0.2364945,-0.2519049
655,-0.3474187,-0.2609208,0.00837976,-1.2574224,0.043,-0.1614601,-0.6938537,0.13,-0.0444012,0.29271433,-0.0822831,-0.272,0.19788,-0.7757437,-0.1658328,-0.2259575,-0.1614601
656,-0.3006886,-0.4280401,-0.3588337,-0.3589157,-0.059,-0.3141847,-0.5158596,0.2,0.14156027,-0.0713939,-0.2497157,-0.363,0.041785,-0.6412291,-0.1604928,-0.2292006,-0.3006886
657,-0.0220243,-0.1755806,-0.3404969,-0.3234935,-0.153,-0.2137759,-0.4357918,0.34,0.45706846,0.265555,-0.0472902,-0.266,0.15507,-0.4650817,0.1051648,-0.0746451,-0.153
658,-0.3354782,-0.4075557,-0.5667157,-0.5919771,-0.064,-0.2934438,-0.577698,0.33,0.04358352,-0.1289952,-0.2273088,-0.371,-0.11154,-0.5432761,0.0074599,-0.255863,-0.2934438
659,-0.0960045,-0.2039194,-0.1351606,-0.6024531,-0.219,-0.1944152,-0.5815641,0,0.06609503,0.29280141,-0.0183946,-0.19,0.38105,-0.5977059,-0.0560924,-0.1436509,-0.1351606
660,-0.4215409,-0.6006786,-0.589415,-1.4274722,-0.48,-0.363319,-0.8365613,-0.32,-0.4630884,-0.463484,-0.4147932,-0.457,-0.31338,-0.7122302,-0.3154335,-0.5452264,-0.4630884
661,-0.6260015,-0.4329064,-0.3358357,-1.1398677,-0.081,-0.3529782,-0.7467673,0.2,-0.1986917,-0.3427562,-0.2998511,-0.376,-0.48032,-0.5816833,-0.0457082,-0.3893578,-0.3529782
662,-0.9005398,-0.4394267,-0.4122147,-1.0686926,-0.325,-0.3649854,-0.7349394,-0.71,-0.1669246,-0.3461112,-0.2699611,-0.332,-0.30257,-0.6818798,-0.0895313,-0.4763184,-0.3649854
663,-0.6015351,-0.4405634,-0.4598393,-0.7932991,-0.361,-0.346817,-0.7072849,-0.51,-0.2234311,-0.3759818,-0.3164671,-0.408,-0.32481,-0.6385325,-0.0497152,-0.4371518,-0.408
664,-0.0294146,-0.3633532,-0.436999,-0.9134164,-0.331,-0.2606444,-0.6508668,-0.31,-0.0877268,-0.2509011,-0.2393209,-0.34,-0.11961,-0.494514,0.21548262,-0.3074856,-0.31
665,-0.1170491,-0.2142798,-0.2548017,-0.4801071,-0.126,-0.2195902,-0.4874312,-0.03,0.36381067,0.00517092,-0.0801027,-0.247,-0.026308,-0.3557789,0.29521537,-0.1316168,-0.126
666,0.28855577,0.04227142,0.08021862,-0.1227098,-0.068,-0.0244084,-0.3269637,-0.09,0.72177293,0.56679238,0.19649566,-0.038,0.53973,-0.2989159,0.50398361,0.13138817,0.04227142
667,0.25942817,-0.2105604,-0.253828,-0.588523,-0.209,-0.1517039,-0.4958459,-0.07,0.2517082,0.17498269,-0.056356,-0.146,0.12115,-0.3478616,0.35706364,-0.0910231,-0.146
668,-0.320459,-0.3384066,-0.4252043,-0.4805985,-0.142,-0.2570068,-0.5893227,0.12,0.09720765,-0.0517176,-0.193843,-0.165,-0.072276,-0.4528516,0.27083005,-0.2000432,-0.193843
669,-0.0688358,-0.4636369,-0.5359063,-0.4516348,-0.212,-0.3438658,-0.5300168,0.32,0.23199246,-0.2712631,-0.2551846,-0.221,-0.10478,-0.6478642,0.01907401,-0.2356614,-0.2551846
670,-0.3384321,-0.3943711,-0.2916344,-0.8547264,-0.116,-0.2611464,-0.6698268,0.41,-0.1513572,-0.0281684,-0.1701874,-0.145,0.10386,-0.6745912,0.03860722,-0.2361983,-0.1701874
671,-0.1345907,-0.158729,-0.1992083,0.00208578,0.289,-0.2464022,-0.3744127,0.33,0.50865698,0.25276879,0.01579463,-0.043,0.37797,-0.4707749,0.24854818,0.02651377,0.00208578
672,-0.2755263,0.13198098,0.27874888,0.0245952,0.242,-0.0860646,-0.4160873,0.62,0.56155775,0.61301225,0.22543351,0.072,0.67746,-0.3296169,0.53555244,0.19166973,0.22543351
673,0.33043555,0.00194951,-0.0646038,-0.1888051,0.114,-0.1311271,-0.2850292,0.25,0.81219588,0.52997044,0.1507037,-0.089,0.68289,-0.571462,0.25378608,0.11972693,0.114
674,0.31133196,0.05642876,-0.0799519,0.09847139,0.093,-0.152532,-0.2007644,0.33,0.9644859,0.50094391,0.2207977,-0.093,0.59458,-0.5728876,0.33039693,0.16008671,0.09847139
675,0.20615243,-0.1617898,0.03142581,-0.8781104,-0.149,-0.1491034,-0.5078194,-0.04,0.32243744,0.31749957,0.01727824,-0.166,0.46117,-0.6699798,0.09454173,-0.0847532,-0.04
676,0.07894368,-0.2072983,-0.2133399,-0.5990923,-0.358,-0.2335761,-0.4404416,0.55,0.46833055,0.2406543,-0.0162278,-0.159,0.47323,-0.6941527,0.07738515,-0.068839,-0.159
677,-0.007627,-0.2889303,-0.4291473,-1.0276438,-0.246,-0.2345176,-0.4484443,-0.11,0.52454649,-0.0144806,-0.1480853,-0.312,0.12947,-0.7337222,0.17352405,-0.2115372,-0.2345176
678,-0.409361,-0.2644997,-0.0596604,-0.7219135,0.111,-0.2538252,-0.6088159,-0.06,0.22286029,-0.1156797,-0.0954675,-0.2,0.040564,-0.6530126,0.15015975,-0.1945101,-0.1156797
679,-0.1779422,0.21643127,0.37833145,-0.214125,0.09,-0.0929012,-0.4294193,0.2,0.72478581,0.69624817,0.28920924,0.031,0.4407,-0.4945033,0.55385321,0.14744455,0.2
680,0.33196404,-0.0794134,-0.0583506,-0.5573858,-0.55,-0.1871468,-0.5461083,-0.29,0.34086897,0.3754617,0.01173449,-0.105,0.1233,-0.7369704,0.34203993,-0.1056671,-0.0794134
681,-0.0365646,-0.6824833,-0.6578264,-1.9765234,-0.712,-0.3125155,-0.8111736,-0.15,-0.2418501,-0.5291882,-0.50591,-0.436,-0.5661,-0.9034912,0.01053066,-0.5674064,-0.5291882
682,-0.7148567,-0.5646238,-0.4490981,-1.7367818,-0.263,-0.3825015,-0.8051326,-0.18,-0.1088699,-0.7734229,-0.4641858,-0.358,-0.77017,-0.7294505,0.09110637,-0.5472658,-0.4641858
683,-0.0454708,-0.4226331,-0.5168688,-0.4871955,-0.293,-0.3924562,-0.5887455,0.06,0.15219957,-0.3833689,-0.281551,-0.247,-0.14066,-0.6749813,0.13748183,-0.27495,-0.293
684,0.52607339,-0.4951686,-0.2218124,-1.1321038,-0.504,-0.2423397,-0.6291497,-0.13,-0.0261272,-0.2365902,-0.2938062,-0.239,0.059429,-0.7647257,0.07685193,-0.283498,-0.239
685,0.0422407,-0.6849867,-0.7356703,-2.044479,-0.796,-0.3817457,-0.7799822,-0.25,-0.218804,-0.7130751,-0.4632556,-0.457,-0.51422,-1.0114419,-0.1195367,-0.6085304,-0.51422
686,-0.1605908,-0.8020978,-0.8010579,-1.082131,-0.752,-0.4004566,-0.6996715,0.13,-0.3105846,-0.7793124,-0.570649,-0.512,-0.40293,-0.8665627,-0.21439,-0.5482956,-0.570649
687,-0.6493665,-1.0244576,-0.9348619,-2.1484675,-1.039,-0.4404288,-0.936321,-0.25,-0.705035,-1.1440228,-0.8026263,-0.571,-0.82638,-0.9671077,-0.3092839,-0.8498906,-0.82638
688,-0.5378039,-0.8430808,-0.761239,-2.2826434,-0.642,-0.3534231,-0.9450275,-0.46,-0.637316,-0.9356432,-0.6885518,-0.449,-0.95521,-0.9181035,-0.0947969,-0.7669226,-0.6885518
689,-0.509396,-0.8601007,-0.7852948,-1.3693978,-0.425,-0.3861533,-0.7881323,-0.47,-0.4033394,-0.9327334,-0.6707305,-0.372,-0.73639,-0.7374098,-0.1229556,-0.6379356,-0.6707305
690,-0.8008635,-1.0726743,-1.1626073,-1.6325541,-0.566,-0.56688,-0.9428084,-0.67,-0.8360995,-1.6429591,-0.9313667,-0.558,-1.3961,-0.8329167,-0.4084682,-0.9346865,-0.8360995
691,-0.4663926,-0.7254471,-0.4849657,-1.4508801,-0.483,-0.2599875,-0.8657237,-0.05,-0.5501775,-0.5807538,-0.5269999,-0.273,-0.25807,-0.8162954,-0.0585257,-0.5233479,-0.4849657
692,-0.4554284,-0.8995145,-0.776651,-1.6378625,-0.585,-0.3862552,-0.7853393,0.1,-0.4910676,-0.7726802,-0.6225292,-0.463,-0.38553,-1.0453411,-0.5005796,-0.6471186,-0.585
693,-0.7535006,-0.8381585,-0.796806,-2.1269126,-0.652,-0.3830571,-0.8425818,-0.67,-0.3928396,-0.7864479,-0.6349113,-0.438,-1.1165,-0.8217822,-0.0631922,-0.754446,-0.7535006
694,0.19777084,-0.7183971,-0.7941627,-1.4146905,-0.417,-0.2914307,-0.6831551,-0.44,-0.2117686,-0.5544637,-0.5116651,-0.444,-0.4461,-0.7624718,-0.096938,-0.5058982,-0.4461
695,-0.0436735,-0.7031126,-0.3796153,-1.7140506,-0.624,-0.2557713,-0.7751618,-0.65,-0.2694747,-0.3431412,-0.4516039,-0.307,-0.35416,-0.8459783,-0.1947343,-0.5274318,-0.3796153
696,-0.0657272,-0.5920069,-0.6225455,-1.6739149,-0.442,-0.2248725,-0.6636768,-0.41,-0.0697509,-0.2399474,-0.3763355,-0.3,-0.43188,-0.7199883,0.04066088,-0.452799,-0.41
697,-0.014857,-0.6286828,-0.4811615,-1.3037555,-0.237,-0.2530981,-0.6936612,-0.31,-0.1744697,-0.2613204,-0.4163694,-0.292,-0.38207,-0.6507927,-0.023223,-0.4081641,-0.31
698,-0.2335778,-0.578115,-0.5323537,-1.5557272,-0.302,-0.2597141,-0.7145724,-0.34,-0.1884829,-0.2004989,-0.3803161,-0.303,-0.50068,-0.7500062,0.01539727,-0.4549098,-0.34
699,0.16525384,-0.5856489,-0.4094481,-1.8598101,-0.166,-0.2138549,-0.7943322,0.37,-0.3002242,-0.1644393,-0.346922,-0.235,-0.25022,-0.8328006,-0.030457,-0.3769269,-0.25022
700,-0.6240718,-0.5776905,-0.3374077,-0.9034285,0.159,-0.3704654,-0.8344616,0,-0.5433811,-0.3498063,-0.397541,-0.285,-0.27429,-0.8302783,-0.1922997,-0.4240748,-0.3704654
701,0.00764325,-0.3233153,-0.1311288,-0.8906787,0.112,-0.2239852,-0.6101342,-0.12,0.06736523,0.21026107,-0.1800359,-0.195,0.01216,-0.6542097,0.1414484,-0.185174,-0.1311288
702,-0.2647425,-0.4567592,-0.488803,-1.0500643,-0.174,-0.3138209,-0.6383725,0.06,0.07973479,-0.2792682,-0.3264544,-0.266,-0.58218,-0.6739052,0.14508789,-0.3486365,-0.3138209
703,0.09923586,-0.3089893,-0.3078016,-1.3071355,-0.078,-0.1308127,-0.5833275,-0.24,0.2286449,0.16591176,-0.1545898,-0.181,-0.22062,-0.6471401,0.22036027,-0.2296843,-0.181
704,-0.357552,-0.2815427,-0.246929,-0.5161048,0.083,-0.2067031,-0.5439025,-0.08,0.09124783,0.11993757,-0.1376729,-0.218,0.069612,-0.6510307,0.05902368,-0.1877744,-0.2067031
705,0.7783975,-0.1088866,0.0198046,-0.6399219,-0.045,-0.0860557,-0.511616,0.16,0.31422514,0.52871807,0.03930853,-0.105,0.33746,-0.752844,0.2238659,0.0101637,0.0198046
706,0.30320711,-0.4842929,-0.320374,-1.4349004,-0.072,-0.25562,-0.7232697,-0.01,-0.1448152,-0.1994721,-0.3092065,-0.3,-0.28486,-0.9188352,-0.1227551,-0.3518129,-0.28486
707,-0.902787,-0.6738107,-0.5967946,-0.9578562,0.144,-0.4726463,-0.7690723,-0.19,-0.2691259,-0.8431708,-0.5377443,-0.471,-0.85255,-0.8439336,-0.315009,-0.5701001,-0.5967946
708,0.21958628,-0.1259073,-0.1636103,-0.4434077,0.03,-0.160783,-0.4982931,0.17,0.32298457,0.17926036,-0.0458144,-0.173,0.22764,-0.672635,0.18459718,-0.0632922,-0.0458144
709,-0.1271437,-0.3984202,-0.4083701,-0.54146,-0.072,-0.2276189,-0.5566955,0.6,0.125449,-0.0769334,-0.2808305,-0.25,0.19034,-0.6614757,0.02423709,-0.1773948,-0.2276189
710,-0.3510133,-0.3233049,-0.1936822,-0.88323,-0.071,-0.2134035,-0.6230859,-0.22,0.07178821,0.01890313,-0.2226748,-0.181,-0.016019,-0.6754242,0.06503819,-0.2545405,-0.2134035
711,-0.509396,-0.3786809,-0.3527702,-0.9387825,-0.259,-0.238739,-0.6300958,-0.2,0.11799237,-0.2437489,-0.2911125,-0.198,-0.30795,-0.6252469,0.19729474,-0.3238824,-0.2911125
712,0.00586053,-0.6975326,-0.7379815,-1.1872098,-0.298,-0.4027905,-0.7900812,0.35,-0.4164581,-0.6778752,-0.5119399,-0.391,-0.41927,-0.9433692,-0.3455711,-0.4975479,-0.41927
713,-0.2970065,-0.6536869,-0.5592262,-0.9189711,0.022,-0.3292965,-0.7440334,0.45,-0.3180256,-0.4310813,-0.4313725,-0.319,-0.13692,-0.8168057,-0.27479,-0.3838811,-0.3292965
714,-0.3039354,-0.5858879,-0.4935129,-0.765562,-0.223,-0.3222826,-0.7081704,-0.54,-0.2841124,-0.4014551,-0.3678528,-0.293,-0.20493,-0.7716752,-0.2674898,-0.4355244,-0.3678528
715,-0.6288499,-0.5455914,-0.6798032,-0.9941105,-0.135,-0.3031763,-0.6194466,0,-0.0124895,-0.3339406,-0.3631765,-0.327,-0.35202,-0.7178403,-0.0950752,-0.407168,-0.35202
716,-0.7374346,-0.5883006,-0.3741759,-1.1313294,-0.338,-0.3320762,-0.7623786,-0.24,-0.160857,-0.4220355,-0.4196114,-0.288,-0.37791,-0.6719891,-0.1332585,-0.4651571,-0.37791
717,-0.2991572,-0.7452852,-0.8532937,-1.4112382,-0.362,-0.410003,-0.7669559,-0.13,-0.2794061,-0.635732,-0.5390844,-0.384,-0.54896,-0.7222226,-0.187715,-0.5516702,-0.5390844
718,-0.2776555,-0.5288823,-0.3556397,-1.3464467,-0.247,-0.2972215,-0.8247094,-0.15,-0.3263412,-0.3002347,-0.3736174,-0.271,-0.32648,-0.7222732,-0.1311676,-0.4319113,-0.3263412
719,-0.7212589,-0.5283733,-0.4430192,-1.2528298,-0.511,-0.3190562,-0.8194304,-0.18,-0.3692578,-0.3834289,-0.396172,-0.282,-0.44536,-0.6720972,-0.0573153,-0.4920399,-0.4430192
720,-0.6336281,-0.6316225,-0.5649943,-1.7391993,-0.359,-0.2758884,-0.8229959,-0.04,-0.3300214,-0.4757721,-0.4806936,-0.319,-0.56827,-0.6019939,0.05161708,-0.5194308,-0.4806936
721,-0.1945512,-0.6819625,-0.6771623,-0.6312738,0.043,-0.3781381,-0.6946105,-0.02,-0.2192475,-0.5951323,-0.5152682,-0.389,-0.43972,-0.5337787,-0.0987693,-0.4017076,-0.43972
722,0.20254899,-0.2254049,-0.0030034,-0.6386649,0.255,-0.0895762,-0.564873,0.33,0.2138197,0.33941174,-0.0638226,-0.021,0.29445,-0.4593449,0.22786552,-0.0135063,-0.0030034
723,-0.0373193,-0.3731519,-0.157445,-0.5447818,0.266,-0.2011001,-0.5574728,0.08,0.18040149,-0.1664393,-0.1998027,-0.185,0.043256,-0.4730165,0.04225432,-0.1522412,-0.1664393
724,0.02911668,-0.3621689,-0.2874243,-0.5297909,0.354,-0.2707037,-0.5481231,-0.04,0.23953244,-0.2096251,-0.1816408,-0.201,-0.34873,-0.4186335,0.1631666,-0.174135,-0.2096251
725,-0.6277988,-0.2539618,-0.0337879,-0.6301539,0.194,-0.2031964,-0.568688,0.07,0.16883328,0.02104444,-0.075138,-0.085,0.09575,-0.5053721,0.08491512,-0.1565703,-0.075138
726,-0.2620945,-0.3691477,-0.1993005,-0.7709901,-0.192,-0.2133425,-0.6334283,-0.32,0.03630189,-0.0170291,-0.1812089,-0.193,-0.021578,-0.5285035,0.08759413,-0.2518485,-0.1993005
727,-0.2095524,-0.3634717,-0.4249137,-0.8170482,-0.096,-0.2656519,-0.5402478,0.09,0.26072567,-0.2680066,-0.222566,-0.236,-0.28617,-0.4930194,0.12764086,-0.2496187,-0.2656519
728,0.04080003,-0.191889,-0.2554042,-0.2213962,-0.092,-0.1877443,-0.4504446,0.37,0.42672518,0.04435058,-0.0327917,-0.121,0.1689,-0.3978323,0.31339232,-0.0390889,-0.092
729,-0.3495686,-0.3753801,-0.2820581,-0.6814807,-0.289,-0.2295074,-0.5927983,0.4,0.03685418,-0.2348696,-0.2264851,-0.14,-0.080151,-0.4778435,0.1299222,-0.2261577,-0.2348696
730,0.12230315,-0.2357251,-0.2688488,-0.8181226,-0.25,-0.1464349,-0.4589474,-0.31,0.42487897,0.15472905,-0.0868219,-0.076,0.00693,-0.4259285,0.30632126,-0.1374444,-0.1464349
731,0.11988162,-0.1226236,-0.0880778,-0.2847265,-0.091,-0.107781,-0.4126321,0.03,0.48516127,0.43392105,0.02146386,0.06,0.43094,-0.4390642,0.29944324,0.02232706,0.02146386
732,-0.0095246,-0.2977599,-0.3160541,-0.848677,-0.332,-0.1782337,-0.5328278,0.03,0.35195839,0.10648653,-0.1313554,-0.073,0.24002,-0.5329226,0.23077059,-0.1528746,-0.1313554
733,0.41756595,-0.4128156,-0.4143299,-1.0895133,-0.283,-0.1845991,-0.6270018,0.12,0.13912011,0.03468318,-0.2380925,-0.223,0.11251,-0.6216028,0.04132357,-0.2152501,-0.223
734,0.38411886,-0.3790871,-0.2113992,-0.9006548,-0.234,-0.1738308,-0.6719573,-0.05,-0.0225207,-0.0443683,-0.2169047,-0.132,0.14005,-0.5683786,0.10128508,-0.1986432,-0.1738308
735,0.10566935,-0.2109605,-0.1127624,-0.3027755,-0.224,-0.1251984,-0.5162313,0.01,0.25788487,0.27591472,-0.0796978,-0.12,0.47823,-0.4981992,0.16386317,-0.0598842,-0.1127624
736,0.39782558,-0.2923907,-0.1344472,-1.0170289,-0.332,-0.0911218,-0.6372828,-0.06,0.05917061,0.20104248,-0.1296584,-0.086,0.4558,-0.5767973,0.16031586,-0.1388382,-0.0911218
737,0.63562523,-0.5670106,-0.5625491,-0.9764453,-0.115,-0.2551571,-0.6700166,-0.16,-0.0629129,-0.4248897,-0.3857706,-0.337,-0.12908,-0.5754117,-0.0266765,-0.3074863,-0.337
